Source,Target,Type,Label
ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha256,rsa-2048,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha256,sha-256,Directed,uses
Local_Research_Node,Data In Transit,Directed,contains
Data In Transit,TLS 1.3,Directed,carries
TLS 1.3,OpenSSL 3.0.17,Directed,implemented_by
OpenSSL 3.0.17,ffdhe6144 / TLS_AES_256_GCM_SHA384 / ed25519,Directed,negotiates
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ed25519,ffdhe6144_supported,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ed25519,aes-256,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ed25519,sha-384,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ed25519,ed25519,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ed25519,sha-512,Directed,uses
Local_Research_Node,Data In Transit,Directed,contains
Data In Transit,TLS 1.3,Directed,carries
TLS 1.3,OpenSSL 3.0.17,Directed,implemented_by
OpenSSL 3.0.17,ffdhe6144 / TLS_AES_256_GCM_SHA384 / ecdsa_secp256r1_sha256,Directed,negotiates
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ecdsa_secp256r1_sha256,ffdhe6144_supported,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ecdsa_secp256r1_sha256,aes-256,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ecdsa_secp256r1_sha256,sha-384,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ecdsa_secp256r1_sha256,ecdsa_secp256r1,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ecdsa_secp256r1_sha256,sha-256,Directed,uses
Local_Research_Node,Data In Transit,Directed,contains
Data In Transit,TLS 1.3,Directed,carries
TLS 1.3,OpenSSL 3.0.17,Directed,implemented_by
OpenSSL 3.0.17,ffdhe6144 / TLS_AES_256_GCM_SHA384 / ecdsa_secp384r1_sha384,Directed,negotiates
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ecdsa_secp384r1_sha384,ffdhe6144_supported,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ecdsa_secp384r1_sha384,aes-256,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ecdsa_secp384r1_sha384,sha-384,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ecdsa_secp384r1_sha384,ecdsa_secp384r1,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ecdsa_secp384r1_sha384,sha-384,Directed,uses
Local_Research_Node,Data In Transit,Directed,contains
Data In Transit,TLS 1.3,Directed,carries
TLS 1.3,OpenSSL 3.0.17,Directed,implemented_by
OpenSSL 3.0.17,ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha384,Directed,negotiates
ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha384,ffdhe6144_supported,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha384,aes-256,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha384,sha-384,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha384,rsa-2048,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha384,sha-384,Directed,uses
Local_Research_Node,Data In Transit,Directed,contains
Data In Transit,TLS 1.3,Directed,carries
TLS 1.3,OpenSSL 3.0.17,Directed,implemented_by
OpenSSL 3.0.17,ffdhe6144 / TLS_AES_256_GCM_SHA384 / ed448,Directed,negotiates
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ed448,ffdhe6144_supported,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ed448,aes-256,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ed448,sha-384,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ed448,ed448,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / ed448,shake256,Directed,uses
Local_Research_Node,Data In Transit,Directed,contains
Data In Transit,TLS 1.3,Directed,carries
TLS 1.3,OpenSSL 3.0.17,Directed,implemented_by
OpenSSL 3.0.17,ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha512,Directed,negotiates
ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha512,ffdhe6144_supported,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha512,aes-256,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha512,sha-384,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha512,rsa-2048,Directed,uses
ffdhe6144 / TLS_AES_256_GCM_SHA384 / rsa_pss_rsae_sha512,sha-512,Directed,uses
